document_id,section,title,status,discipline,required_for,authoritative_source,report_path,working_source,last_verified,notes
SOL-A016,08,README.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/README.md,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 7a7f8b6c71e46a390b1c4d59cdec51f9b71f8114d5266bfaf9803ff9780a3b96
SOL-A017,08,battery-operation.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-operation.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 60edf9729c5bc943b44c7dc1373c2f7739022f70ee9b5b76a50e8f3572516a74
SOL-A018,08,battery-operation.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-operation.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 207370b95d1127882241701ad8383a7c555a700f588ea173be13679e64def35a
SOL-A019,08,battery-sizing.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-sizing.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 4dd84eaff5e402caec09ce3eca512054d2568f0bd4b60ecda5d79e5740117e6d
SOL-A020,08,battery-sizing.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-sizing.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 9e96fc8c0faa9caef37643ca407ae0cd3d079d0811143a6e2255cd2f83b5441a
SOL-A021,08,geometry-tradeoff.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/geometry-tradeoff.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 a4f3513ad03344d4dc92d73dfb9b82572ac1e20b556c5b65e5521611266fdd2f
SOL-A022,08,geometry-tradeoff.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/geometry-tradeoff.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 559cc4d3898fc5fac4c1d3206100171173896e1de26afc99e921112042227b4f
SOL-A023,08,historical-bill-by-system.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-bill-by-system.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 a827f0bdf8840f16377ca6303ab595ad732d06f9fdd576e5fd209d5e214eb2fd
SOL-A024,08,historical-monthly-energy-and-cost.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-monthly-energy-and-cost.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 7f4f497dcc410344dd03ae497b2b80905ce2b39fbacb2a5888ce9cc0bdd88f20
SOL-A025,08,historical-monthly-production.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-monthly-production.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 4f1b6a85b33d414ce97f0fbeaf8801fafffce2717fcef0c604f02282c3d441f1
SOL-A026,08,historical-roof-angle-and-fit.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-roof-angle-and-fit.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 4102dc82005f5ed002260a4e4082510cd8ebc84c09fd5b22db8bfcb42d78f42f
SOL-A027,08,historical-south-post-solar-clerestory.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-south-post-solar-clerestory.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 5b47bbafc16d21c88f97394a29fc7c3c89f68ead76f8cad7c5220b275a7007ad
SOL-A028,08,historical-system-economics.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-system-economics.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 6f0f1abf3b124b45c185ead1114b8081fedc243a41bbfafc5d89233dfee1eb96
SOL-A029,08,historical-temperature-fit.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-temperature-fit.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 513745c83564db8074d57440e50f12bf967a74d7e69fb3d530c3228bf38b1873
SOL-A030,08,historical-west-elevation-roof-options.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-west-elevation-roof-options.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 cb1233dee048f1eb6aaa090601277999422dd29cd5919a205b7129baa6235d9a
SOL-A031,08,module-layout.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/module-layout.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 b64028df4eaf4281203f280ddd7c5c3abe10ce928903e63b11992bf7121744ea
SOL-A032,08,module-layout.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/module-layout.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 78970de4f5543b35bf56ded32daf6cbadd1c70240a24926c48f5d0707c7158d7
SOL-A033,08,seasonal-production.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-production.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 777f3fa112827929e66698b9b1add0783b628897393ab8ee5cf8e572c2adcd8a
SOL-A034,08,seasonal-production.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-production.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 93570edf854958fbdc218902a2a0404572734af0bf31f5143c40ecf892b28ea1
SOL-A035,08,seasonal-tradeoff.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-tradeoff.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 49eff8a2268a21c960c6f1868cb4e633b9594111898e647991c082f02ca4efd8
SOL-A036,08,seasonal-tradeoff.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-tradeoff.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 22ef73df84916ea07093f0cbad6f9051ca3cb0029b081807780528267fb04b08
SOL-A037,08,west-sections.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/west-sections.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 87b7e8906061dcf5f7b989720b97858b8f02e39330402ec0dba73909591f6067
SOL-A038,08,west-sections.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/west-sections.png,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 d382da9cd9b5af06f5ee7d5382340a8dff019a202e38b1626390912f81947b54
SOL-A039,08,Garage-Solar-Optimization.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/Garage-Solar-Optimization.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 c1fbec17ae5e5613954a57297505691cc276d340b0ab5d8aed028fa5366753a1
SOL-A040,08,README.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/README.md,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 a78d2c13e470b091e436031e36dd4dd9963b128a944115d846b80e3647344e72
SOL-A041,08,Solar-Analysis-Charts.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/Solar-Analysis-Charts.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 5ea6455fe4f9453bb9aafee73406b3978c657f0996e5eb42eba6dbb0ed2bb548
SOL-A042,08,south-post-solar-clerestory.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/south-post-solar-clerestory.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 eebad825635e6c3c6e4f0ada5839c6457ef6c3fba0364ecdf8e9abbb8efd347c
SOL-A043,08,west-elevation-roof-options.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/west-elevation-roof-options.pdf,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 313a4179708c7c9dd7267d7eaec7a2e588cc1681244ef1b8a1e7089e3f7a805c
SOL-A044,08,solar-analysis-source.zip,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/solar-analysis-source.zip,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 6d071a60cc9ca9d3a55ad4b1e29628c158fc3e80d2b7a6e6ae823e553e4c238c
SOL-A045,08,solar-energy-report.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/solar-energy-report.md,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 78b5659dc800da4e65b0a3bc1b956c60622f017a165297221f30e793175cd6b4
SOL-A046,08,source-inventory.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/source-inventory.csv,../studies/20260915.03-solar/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 2fa045823591336e85f3767fd8a7dc1783a477b376e40dd78cfd119e8c2a3aba
LIFE-001,09,Code and life-safety plan,planned,Architectural,Permit/construction,Building/fire codes,09-mep-and-life-safety/life-safety-plan.pdf,,,Depends on legal use of loft
MEP-001,09,Electrical lighting and equipment plan,planned,Electrical,Permit/construction,Electrical design,09-mep-and-life-safety/electrical-plan.pdf,,,Coordinate hoist machines PV and service capacity
CONST-001,10,Demolition and construction sequence,planned,Architectural/Structural,Construction planning,Engineer and contractor,10-construction-planning/phasing-and-temporary-works.pdf,../studies/20260909.04-roof-first-feasibility/revision-4/T1-two-stage.pdf,,Prior study is feasibility only
CONST-002,10,Site logistics and protection plan,planned,Construction,Construction,Contractor and survey,10-construction-planning/site-logistics.pdf,,,Include access trees utilities weather and neighbors
COST-001,11,Quantity and cost estimate,planned,Cost,Design decisions,Coordinated drawings and current pricing,11-cost-schedule-and-procurement/cost-estimate.xlsx,,,State basis date allowances exclusions contingency
COST-002,11,Design and construction schedule,planned,Project management,Project planning,Design/permit/procurement inputs,11-cost-schedule-and-procurement/project-schedule.pdf,,,Include long-lead solar steel and utility activities
ISSUE-001,12,Permit issue package,planned,Multidiscipline,Permit,Approved coordinated documents,12-permit-and-construction-set/permit-issue/,,,Frozen revision only
ISSUE-002,12,Construction issue package,planned,Multidiscipline,Construction,Approved coordinated documents,12-permit-and-construction-set/construction-issue/,,,Frozen revision only
REC-001,13,Approved permit and inspection record,planned,Project controls,Closeout,Authorities having jurisdiction,13-record-documents/approvals-and-inspections/,,,Preserve originals
REC-002,13,As-built and operations package,planned,Multidiscipline,Closeout,Contractor/design team/manufacturers,13-record-documents/as-built-and-operations/,,,Include models warranties and maintenance
